art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1020610,1,102,10213,0
1040107,1,106,10608,0
1040108,1,106,10608,0
1040201,1,106,10601,0
1070103,1,108,10802,0
1070303,1,108,10807,0
1070304,1,108,10806,0
1070409,1,108,10813,0
1070416,1,108,10813,0
1070418,1,108,10813,0
1070520,1,108,10812,0
1080101,1,109,10901,0
1080201,1,109,10904,0
1080304,1,110,11001,0
1100505,1,113,11314,0
1100510,1,113,11314,0
1100702,1,113,11311,0
1120115,1,115,11509,0
1120411,1,115,11514,0
1120502,1,115,11503,0
1120508,1,115,11503,
1120603,1,115,11504,0
1120610,1,115,11504,0
1120826,1,115,11507,0
1120842,1,115,11507,0
1160907,1,121,12120,0
2010102,2,202,20201,0
2010404,2,205,20501,0
2050117,2,231,23102,0
2050207,2,229,22901,0
2050507,2,231,23101,0
2050511,2,231,23101,0
2050512,2,231,23101,0
2050515,2,231,23101,0
2070511,2,206,20607,0
2080216,2,234,23408,0
2090529,2,207,20707,0
2090714,2,207,20709,0
2090731,2,207,20709,0
2100403,2,220,22005,0
2100407,2,220,22005,0
2110914,2,223,22308,0
2120206,2,219,21904,0
2130110,2,244,24420,0
2130408,2,244,24415,0
2130603,2,244,24404,0
2130704,2,244,24406,0
2140218,2,214,21401,0
2150225,2,235,23507,0
2180102,2,236,23601,0
2200204,2,240,24001,
2210207,2,241,24103,0
2222721,2,250,250151,0
2223207,2,250,250072,0
3010812,3,301,30107,0
3010815,3,301,30107,0
3010819,3,301,30107,0
3010822,3,301,30107,0
3010825,3,301,30107,0
3030119,3,305,30506,0
3030204,3,305,30504,0
3030209,3,305,30504,
3030424,3,305,30513,0
3040509,3,303,30320,0
3040511,3,303,30324,0
3040705,3,303,30332,0
3040720,3,303,30332,0
3050208,3,306,30601,0
3060501,4,402,40204,0
3070506,4,403,40326,0
3070511,4,403,40327,0
3070902,4,403,40307,0
5010109,6,601,60101,0
5020201,6,602,60204,0
5040202,6,604,60402,0
5050201,6,605,60502,0
5050301,6,605,60503,0
5050617,6,605,60506,0
21102528,4,403,40386,0
21102702,5,516,51601,0
21103173,6,607,60702,0
21103554,3,305,30513,0
50902114,1,115,11503,0
50902412,6,605,60506,0
50902416,6,605,60501,0
50902549,4,403,40362,0
50903064,5,527,52717,0
50905919,6,605,60504,0
50906574,3,303,30332,0
50907428,4,403,40336,0
55005797,2,223,22308,
55008779,3,305,30513,
