art,klasse,ordnung,familie,behind_scenes
3010601,3,301,30105,0
50901188,5,550,550030,0
50902982,5,550,550017,0
50905500,5,547,54705,0
55004144,5,542,54205,0
55004627,5,552,55206,0
55005182,5,542,54209,0
55005872,5,542,54205,0
55006015,2,250,250072,0
55006193,3,301,30105,0
55006348,5,513,51303,0
55007123,5,538,53801,0
55010249,5,550,550009,0
55010292,5,507,50702,0
55010706,5,550,550006,0
55010791,5,523,52301,0
55010852,5,526,52601,0
55010970,5,550,550009,0
55010974,5,550,550044,0
55010977,5,550,550047,0
55010978,5,551,55103,0
55011274,5,550,550075,0
55011936,5,550,550020,0
