art,klasse,ordnung,familie
3030422,3,305,30513
3030440,3,305,30513
3030502,3,305,30528
3030504,3,305,30528
3030505,3,305,30528
3030506,3,305,30528
3030512,3,305,30528
3030518,3,305,30528
3030519,3,305,30528
3030520,3,305,30528
3030524,3,305,30528
3030527,3,305,30528
3030529,3,305,30528
3030531,3,305,30528
3040209,3,303,30301
3040802,3,303,30343
3070311,4,403,40328
21102482,3,305,30528
21103314,3,305,30528
21103316,3,305,30528
21103317,3,305,30528
21103318,3,305,30528
21103319,3,305,30528
21103321,3,305,30528
50901834,3,305,30528
50902521,3,305,30528
50902767,3,305,30528
50902955,3,305,30528
50903113,3,305,30528
50903115,3,305,30528
50903352,3,305,30513
50903577,3,305,30528
50903579,3,305,30528
50904010,3,305,30528
50904571,3,305,30528
50905247,3,305,30528
50905360,3,305,30513
50905367,3,305,30528
50905628,3,305,30528
50905690,3,305,30528
50906701,3,305,30528
50906767,3,305,30528
50906901,3,305,30528
50907071,3,303,30343
50907268,3,305,30528
50907269,3,305,30528
55006552,3,305,30528
55007187,3,305,30528
55007302,3,305,30528
55007387,3,305,30528
55007756,3,305,30528
55008369,3,305,30528
55010047,3,305,30528
55010933,3,305,30528
55012581,3,305,30528
55012897,3,305,30528
55014232,3,305,30528
55014241,3,305,30528
55014242,3,305,30528
55014244,3,305,30528
