art,klasse,ordnung,familie
1100407,1,113,11342
3030424,3,305,30513
3030430,3,305,30514
3040609,3,303,30338
3060403,4,402,40206
3070102,4,403,40303
3070503,4,403,40325
4070208,5,523,52302
4080104,5,526,52601
4230602,5,550,550019
21102909,5,526,52601
50901167,5,552,55206
50901776,5,526,52601
50902503,5,550,550130
50903912,5,526,52601
55003261,5,552,55201
55003263,5,550,550130
55003380,5,550,550075
55003408,5,552,55202
55003455,5,550,550059
55003495,5,550,550075
55003709,5,550,550010
55003760,5,526,52601
55004068,5,550,550074
55004116,5,550,550075
55004524,5,550,550130
