art,klasse,ordnung,familie,behind_scenes
1030106,1,103,10301,0
1070111,1,108,10802,
1080301,1,110,11001,0
1100120,1,113,11309,0
1100407,1,113,11342,0
1100702,1,113,11311,0
1120113,1,115,11509,0
1120304,1,115,11512,0
1120420,1,115,11513,0
1120603,1,115,11504,0
1120610,1,115,11504,0
2090214,2,207,20702,0
2120308,2,219,21906,0
2130210,2,244,24402,0
2150207,2,235,23506,0
2150233,2,235,23507,0
2222613,2,250,250150,0
3010819,3,301,30107,0
3010825,3,301,30107,0
3030209,3,305,30504,0
3030419,3,305,30513,0
3030424,3,305,30513,0
3040512,3,303,30321,0
3040521,3,303,30320,0
3040703,3,303,30337,0
5020201,6,602,60204,0
5040112,6,604,60401,0
5050201,6,605,60502,0
5050301,6,605,60503,0
5050303,6,605,60503,0
5050613,6,605,60506,0
5050630,6,605,60506,0
21103304,3,305,30504,0
50906756,2,207,20709,
55005407,6,611,61116,
55005440,6,612,61204,
