art,klasse,ordnung,familie
1120415,1,115,11514
2040108,2,231,23105
2080119,2,234,23404
3010607,3,301,30105
3010815,3,301,30107
3010902,3,301,30101
3010903,3,301,30101
3040527,3,303,30320
3060302,4,402,40203
3070902,4,403,40307
4010404,5,505,50506
4010501,5,505,50508
4010502,5,505,50508
4020205,5,514,51406
4020403,5,514,51403
4070205,5,523,52302
4100203,5,550,550075
4150102,5,552,55201
4150105,5,552,55201
4150108,5,552,55201
4231101,5,550,550032
4231601,5,550,550122
21102496,3,305,30513
21102793,3,301,30109
21102995,1,102,10201
21103252,5,521,52102
50901066,5,550,550009
50901186,5,550,550047
50901212,5,550,550059
50902014,5,550,550130
50902026,5,550,550030
50902229,5,550,550130
50902532,5,550,550059
50902922,5,550,550032
50904525,3,303,30310
50905353,5,550,550075
50905500,5,547,54705
50905734,3,301,30101
50906834,5,549,54903
50906962,5,550,550130
55003261,5,552,55201
55003263,5,550,550130
55003348,5,527,52718
55003372,5,550,550074
55003379,5,550,550075
55003422,5,550,550130
55003433,5,550,550058
55003454,5,550,550059
55003485,5,550,550114
55003486,5,550,550021
55003517,5,550,550009
55003529,5,550,550119
55003589,5,550,550011
55003659,5,550,550121
55003889,5,550,550075
55004243,5,550,550119
55004627,5,552,55206
55005605,5,514,51406
55006516,1,114,11401
55006526,6,616,61601
55008302,5,550,550125
55008674,3,301,30109
55009761,5,552,55201
55010218,1,118,11801
55010276,1,114,11401
55010323,1,113,11337
