art,klasse,ordnung,familie
1070524,1,108,10810
1070526,1,108,10810
1070528,1,108,10809
1100510,1,113,11314
1100606,1,113,11315
1100608,1,113,11313
1120303,1,115,11512
1120416,1,115,11514
1120421,1,115,11514
1120810,1,115,11507
1120820,1,115,11507
1120821,1,115,11507
1120911,1,115,11508
1150301,1,120,12003
1150302,1,120,12003
1160108,1,121,12102
1160417,1,121,12109
2130704,2,244,24406
2130709,2,244,24406
2130925,2,244,24405
2130927,2,244,24405
2150204,2,235,23506
2210217,2,241,24103
2210220,2,241,24103
3010104,3,301,30112
3010401,3,301,30114
3010407,3,301,30114
3030106,3,305,30506
3040804,3,303,30330
4060101,5,520,52003
4120502,5,527,52717
21102618,1,108,10810
21102750,1,121,12102
50902236,2,243,24301
50903064,5,527,52717
50903702,3,301,30114
50904257,2,234,23408
50904402,2,234,23408
50906909,1,108,10812
50907567,1,121,12102
55003318,5,527,52709
55003872,5,527,52717
55009961,1,115,11514
55010544,1,120,12003
55011188,2,243,24301
55011407,1,108,10812
55011408,1,108,10812
55012710,1,115,11512
55013460,1,108,10809
55013468,1,108,10809
