art,klasse,ordnung,familie
2020106,2,227,22701
3010902,3,301,30101
3010903,3,301,30101
3020101,3,302,30201
4010301,5,505,50504
4010601,5,506,50601
4010803,5,507,50705
4020401,5,514,51403
4070208,5,523,52302
4150105,5,552,55201
4260602,5,552,55203
50901167,5,552,55206
50902021,5,550,550130
50902855,5,552,55203
50903064,5,527,52717
50904447,5,550,550030
50904794,5,523,52302
50905499,5,547,54705
50905501,5,547,54705
50905510,5,550,550021
50906100,2,227,22701
50906775,5,550,550030
50906834,5,549,54903
55003263,5,550,550130
55003265,5,550,550125
55003286,5,550,550115
55003296,5,550,550115
55003305,5,550,550059
55003365,5,550,550058
55003422,5,550,550130
55003675,5,550,550074
55003680,5,552,55201
55004071,5,550,550075
55004835,5,523,52302
55008631,5,514,51401
55009224,5,550,550075
55009226,5,531,53105
55009227,5,549,54903
55009228,5,503,50301
55009246,5,523,52301
55009652,5,550,550055
55009658,5,514,51403
55009660,5,550,550044
55009661,5,550,550007
55009665,5,550,550069
55009668,5,550,550055
55009669,5,550,550055
55009670,5,550,550070
55009671,5,550,550037
55010136,5,544,54402
55010137,5,547,54705
55010138,5,550,550074
55010139,5,550,550074
55010140,5,550,550075
55010141,5,550,550009
