art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1100506,1,113,11314,0
1120407,1,115,11514,0
1160421,1,121,12110,0
1160906,1,121,12120,0
2070511,2,206,20607,0
2070809,2,206,20611,0
2070812,2,206,20611,0
2090516,2,207,20707,0
2090525,2,207,20707,0
2090529,2,207,20707,0
2090603,2,207,20710,0
2090710,2,207,20709,0
2120126,2,219,21908,0
2120331,2,219,21901,0
2130412,2,244,24415,0
2130704,2,244,24406,0
2140212,2,214,21401,0
2200202,2,240,24001,0
2200302,2,239,23901,0
2200605,2,240,24003,0
2222806,2,250,250135,0
3010610,3,301,30105,0
3010813,3,301,30107,0
5040202,6,604,60402,0
5050115,6,605,60501,0
5050301,6,605,60503,0
5050303,6,605,60503,0
5050415,6,605,60504,0
5050502,6,605,60505,0
5050617,6,605,60506,0
5060210,6,606,60602,0
21102295,6,607,60702,0
21103095,6,605,60501,0
50903574,6,615,61501,
50905121,2,235,23503,0
55005797,2,223,22308,
55007916,6,601,60101,
