art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1120102,1,115,11509,0
1120113,1,115,11509,0
1120304,1,115,11512,0
1120806,1,115,11507,0
1120807,1,115,11507,0
1160105,1,121,12101,0
1160411,1,121,12110,0
1160413,1,121,12109,0
1160424,1,121,12110,0
1160433,1,121,12110,0
1161004,1,121,12124,0
1161019,1,121,12124,0
2070809,2,206,20611,0
2090603,2,207,20710,0
2150210,2,235,23507,0
5010109,6,601,60101,0
5030201,6,603,60302,0
5040205,6,604,60402,0
5040209,6,604,60402,0
5050108,6,605,60501,0
5050414,6,605,60504,0
5050502,6,605,60505,
5050617,6,605,60506,0
5060102,6,606,60601,0
5060210,6,606,60602,0
5070210,6,607,60702,0
21103170,6,605,60501,0
21103172,6,606,60601,0
50905976,6,606,60602,
55005970,1,121,12124,
55008524,6,605,60506,
