art,klasse,ordnung,familie
1100316,1,113,11340
1120118,1,115,11509
3030116,3,305,30506
3030207,3,305,30504
3040101,3,303,30303
3040128,3,303,30303
3040216,3,303,30301
3040510,3,303,30320
3040720,3,303,30332
3040802,3,303,30343
3070506,4,403,40326
4010102,5,504,50401
4010804,5,507,50705
4220401,5,549,54901
4220402,5,549,54901
4231501,5,550,550055
21103163,3,303,30310
50901413,5,532,53201
50901670,3,303,30320
50902961,4,403,40328
50903016,5,549,54901
50904057,3,305,30506
50905397,5,550,550073
50905893,3,301,30107
50906959,5,549,54901
50907569,5,550,550075
55003252,5,550,550072
55003262,5,550,550130
55003270,5,550,550058
55003274,5,550,550059
55003419,5,550,550074
55003546,5,550,550072
55004012,5,550,550072
55004126,5,550,550073
55004298,5,549,54914
55005369,5,550,550074
55005433,5,550,550073
55005435,5,550,550075
55005439,5,551,55106
55005605,5,514,51406
55005655,5,550,550047
55005966,5,550,550009
55006695,5,514,51403
55006762,4,403,40326
55007303,5,549,54901
55008060,5,550,550073
55009061,5,550,550055
55009973,5,550,550009
55010427,5,523,52302
55010663,5,550,550007
55010671,5,549,54901
55010674,5,549,54901
55010678,5,549,54901
55010691,5,550,550030
55010698,5,550,550073
55010704,5,551,55103
55011128,5,549,54901
55011422,5,551,55106
55013783,5,526,52601
55014793,5,526,52607
55014794,5,526,52601
