art,klasse,ordnung,familie,behind_scenes
1070111,1,108,10802,0
1100119,1,113,11306,0
1120411,1,115,11514,0
2020105,2,227,22701,1
2130210,2,244,24402,0
3010104,3,301,30112,0
3010831,3,301,30107,0
3010901,3,301,30101,0
3030207,3,305,30504,0
3050213,3,306,30603,0
3060101,4,402,40201,0
4010402,5,505,50506,0
4010403,5,505,50506,0
4010406,5,505,50506,0
4010503,5,505,50507,0
4010706,5,507,50702,0
4010906,5,507,50707,0
4010907,5,507,50707,0
4020202,5,514,51401,0
4020214,5,514,51401,0
4020402,5,514,51403,0
4020502,5,513,51301,0
4040103,5,517,51702,0
4040107,5,517,51701,0
4050101,5,518,51801,0
4050105,5,518,51801,0
4060101,5,520,52003,0
4070205,5,523,52302,0
4070208,5,523,52302,0
4070209,5,523,52302,0
4090301,5,528,52825,0
4100103,5,550,550009,0
4100104,5,550,550009,0
4100201,5,550,550075,0
4120502,5,527,52717,0
4150104,5,552,55201,0
4150106,5,552,55201,0
4150107,5,552,55201,0
4230101,5,547,54701,0
4231102,5,550,550032,0
4233301,5,550,550035,0
4260602,5,552,55203,0
21102257,3,301,30112,0
21102268,5,523,52302,0
21103016,5,550,550130,0
21103017,5,550,550130,0
21103020,5,550,550130,0
21103021,5,550,550130,0
21103026,5,514,51403,0
21103031,5,518,51801,0
21103502,5,505,50508,0
50901172,5,550,550043,0
50901219,5,550,550030,0
50901827,5,550,550030,0
50902001,5,550,550059,0
50902206,5,550,550077,0
50902324,5,550,550130,0
50902522,3,305,30528,0
50902535,5,527,52716,0
50902618,5,552,55205,0
50902639,5,550,550130,0
50902746,5,528,52825,0
50902872,5,550,550030,0
50902876,5,552,55201,0
50903046,5,550,550032,0
50903053,5,523,52304,0
50903064,5,527,52717,0
50903073,5,550,550077,0
50903086,5,549,54905,0
50903424,5,550,550030,0
50903649,5,513,51301,0
50904588,5,527,52719,0
50905176,5,550,550072,0
50905320,5,550,550077,0
50905501,5,547,54705,0
50905537,5,547,54705,0
50905567,5,550,550072,0
50905579,5,550,550072,0
50905766,5,550,550036,0
50906049,5,525,52501,0
50906198,5,550,550130,0
50906392,5,550,550130,0
50906519,5,550,550009,0
50906569,5,550,550030,0
50906893,5,549,54903,0
50907189,5,514,51401,0
50907451,5,552,55206,0
50907544,5,550,550009,0
50907551,3,303,30303,0
50907682,5,550,550072,0
55003261,5,552,55201,0
55003285,5,550,550058,0
55003296,5,550,550115,0
55003372,5,550,550074,0
55003422,5,550,550130,0
55003504,5,550,550058,0
55003506,5,550,550074,0
55003508,5,550,550074,0
55003510,5,547,54703,0
55003532,5,550,550054,0
55003543,5,550,550072,0
55003551,5,550,550072,0
55003552,5,550,550072,0
55003584,5,527,52708,0
55003585,5,549,54903,0
55003586,5,549,54903,0
55003595,5,527,52708,0
55003727,5,526,52601,0
55003740,5,547,54703,0
55003751,5,550,550127,0
55003758,5,527,52709,0
55003766,5,544,54403,0
55003794,5,528,52821,0
55003819,5,550,550032,0
55003975,5,550,550072,0
55004118,5,550,550058,0
55004135,5,550,550074,0
55004578,5,550,550119,0
55004780,5,550,550125,0
55005012,5,550,550032,0
55005051,5,527,52717,0
55005084,5,550,550035,0
55005660,5,550,550043,0
55006621,5,550,550015,
55007069,1,115,11503,
55007385,5,550,550058,
55007518,5,514,51403,
55007615,5,550,550032,
55009247,5,514,51401,
55009255,5,550,550043,
55009261,5,550,550055,
55009792,3,303,30315,
55009866,5,550,550075,
55010888,5,550,550044,
55011715,5,550,550075,
55011810,5,550,550125,
55011919,5,550,550032,
55011940,5,514,51401,
55014037,5,513,51301,
55014084,5,550,550045,
55014086,5,550,550032,
55014320,5,514,51401,
55014461,5,550,550032,
55014462,5,550,550043,
55014754,5,550,550043,
