art,klasse,ordnung,familie,behind_scenes
1100311,1,113,11340,
1100316,1,113,11340,0
1100416,1,113,11339,0
1100436,1,113,11301,0
3010604,3,301,30105,0
3010625,3,301,30105,0
3010703,3,301,30106,0
3030437,3,305,30513,0
3030703,3,305,30527,0
3030714,3,305,30527,0
3030718,3,305,30527,0
3040111,3,303,30303,
3040301,3,303,30313,1
3040514,3,303,30323,0
3040613,3,303,30338,0
3060417,4,402,40206,0
3070102,4,403,40303,0
3070314,4,403,40328,0
3070503,4,403,40325,0
50901672,3,303,30313,
50901715,3,305,30527,1
50901835,3,303,30317,0
50902047,3,305,30513,0
55013792,4,403,40380,
