art,klasse,ordnung,familie
3050105,3,306,30602
3050108,3,306,30602
3060416,4,402,40206
3060501,4,402,40204
3070802,4,403,40336
3070804,4,403,40336
3070805,4,403,40336
3070807,4,403,40336
3070808,4,403,40336
4010501,5,505,50508
4010906,5,507,50707
4010907,5,507,50707
4040103,5,517,51702
4070101,5,523,52301
4090101,5,528,52806
4100103,5,550,550009
4120101,5,529,52905
4231603,5,550,550122
4232701,5,550,550017
21102903,5,526,52601
21102909,5,526,52601
21103664,5,550,550019
50901015,5,530,53001
50901016,5,532,53201
50901039,5,532,53201
50901167,5,552,55206
50901413,5,532,53201
50901787,5,550,550131
50903064,5,527,52717
50903264,5,549,54905
50903574,6,615,61501
50905038,5,550,550017
50905500,5,547,54705
50906834,5,549,54903
55003261,5,552,55201
55003281,5,550,550074
55003372,5,550,550074
55003422,5,550,550130
55003532,5,550,550054
55003602,5,526,52601
55003786,6,620,62001
55005088,5,550,550017
55005183,5,542,54210
55005351,5,550,550072
