art,klasse,ordnung,familie
1020402,1,102,10207
1020405,1,102,10207
1020501,1,102,10205
1020503,1,102,10205
1020617,1,102,10213
1020620,1,102,10213
1040105,1,106,10608
1070101,1,108,10802
1070104,1,108,10802
1070111,1,108,10802
1070114,1,108,10802
1070119,1,108,10802
1070120,1,108,10802
1070302,1,108,10806
1070404,1,108,10813
1070406,1,108,10813
1070407,1,108,10813
1070408,1,108,10813
1070412,1,108,10813
1070415,1,108,10813
1070418,1,108,10813
1070419,1,108,10813
1070421,1,108,10813
1070508,1,108,10812
1070602,1,108,10815
1070610,1,108,10815
1070705,1,108,10815
1070802,1,108,10814
1070806,1,108,10814
1070809,1,108,10814
1070811,1,108,10814
1070814,1,108,10814
1070817,1,108,10814
1070912,1,108,10816
1070918,1,108,10817
1071101,1,108,10818
1071106,1,108,10818
1071108,1,108,10818
1071109,1,108,10818
1071203,1,108,10819
1080101,1,109,10901
1080301,1,110,11001
1100111,1,113,11308
1100119,1,113,11306
1100505,1,113,11314
1100508,1,113,11316
1100511,1,113,11314
1100904,1,113,11322
1120108,1,115,11509
1120118,1,115,11509
1120202,1,115,11510
1120205,1,115,11510
1120304,1,115,11512
1120307,1,115,11512
1120410,1,115,11514
1120411,1,115,11514
1120416,1,115,11514
1120505,1,115,11505
1120512,1,115,11503
1120603,1,115,11504
1120610,1,115,11504
1120704,1,115,11506
1120817,1,115,11507
1120818,1,115,11507
1120820,1,115,11507
1120821,1,115,11507
1120823,1,115,11507
1120824,1,115,11507
1120834,1,115,11507
1120904,1,115,11508
1120905,1,115,11508
1120907,1,115,11508
1120911,1,115,11508
1120912,1,115,11508
1120917,1,115,11508
1120920,1,115,11508
1120921,1,115,11508
1120923,1,115,11508
1130101,1,115,11515
1130102,1,115,11515
1140105,1,119,11901
1140301,1,117,11701
1140302,1,117,11701
1150102,1,120,12001
1150103,1,120,12001
1150204,1,120,12002
1150301,1,120,12003
1150303,1,120,12003
1160104,1,121,12101
1160106,1,121,12101
1160201,1,121,12103
1160202,1,121,12103
1160403,1,121,12110
1160404,1,121,12110
1160426,1,121,12110
1160434,1,121,12110
1160605,1,121,12105
1160607,1,121,12105
1160702,1,121,12112
1160802,1,121,12115
1160803,1,121,12117
1160804,1,121,12114
1160806,1,121,12118
1160808,1,121,12117
1160817,1,121,12116
1160818,1,121,12116
1160820,1,121,12116
1160821,1,121,12115
1160824,1,121,12114
1160826,1,121,12115
1160827,1,121,12117
1160906,1,121,12120
1161009,1,121,12124
1161016,1,121,12124
2040102,2,231,23105
2050503,2,231,23101
2070309,2,206,20603
2070404,2,206,20608
2080111,2,234,23404
2090722,2,207,20709
2110701,2,223,22307
2120111,2,219,21908
2120113,2,219,21908
2120210,2,219,21905
2130210,2,244,24402
2200108,2,239,23904
2200109,2,239,23904
2200120,2,239,23904
2200130,2,239,23904
2223228,2,250,250072
3010104,3,301,30112
3010205,3,301,30111
3010301,3,301,30103
3010625,3,301,30105
3010747,3,301,30106
3010825,3,301,30107
3010831,3,301,30107
3030102,3,305,30506
3030105,3,305,30506
3030109,3,305,30506
3030110,3,305,30506
3030207,3,305,30504
3030209,3,305,30504
3030210,3,305,30504
3030433,3,305,30513
3040305,3,303,30316
3040312,3,303,30316
3040402,3,303,30319
3040804,3,303,30330
3041001,3,303,30328
3041103,3,303,30344
3041112,3,303,30344
3041114,3,303,30344
3041116,3,303,30344
3041117,3,303,30344
3041121,3,303,30344
3041122,3,303,30344
3050101,3,306,30602
3050204,3,306,30601
3050211,3,306,30601
3050213,3,306,30603
3070502,4,403,40325
3080101,4,401,40106
4010906,5,507,50707
4020202,5,514,51401
4020502,5,513,51301
4050101,5,518,51801
4060102,5,520,52001
4070208,5,523,52302
4070211,5,523,52302
4070212,5,523,52302
4070215,5,523,52302
4090301,5,528,52825
