art,klasse,ordnung,familie
1070505,1,108,10812
1070519,1,108,10810
1120820,1,115,11507
1150301,1,120,12003
1160103,1,121,12102
1160417,1,121,12109
2010202,2,204,20401
2080105,2,234,23406
2080109,2,234,23405
2080132,2,234,23405
2090206,2,207,20702
2090603,2,207,20710
2100201,2,220,22004
2130704,2,244,24406
2130709,2,244,24406
2150105,2,235,23501
2150204,2,235,23506
2210204,2,241,24103
2210217,2,241,24103
3010815,3,301,30107
3030101,3,305,30506
50902147,2,250,250179
50903581,6,607,60704
