art,klasse,ordnung,familie,behind_scenes
1120111,1,115,11509,0
1120304,1,115,11512,0
1120406,1,115,11514,0
1160411,1,121,12110,0
1160412,1,121,12109,0
1160413,1,121,12109,0
1160430,1,121,12110,0
1160709,1,121,12112,0
1161019,1,121,12124,0
2050207,2,229,22901,0
2070402,2,206,20608,0
2070508,2,206,20607,0
2070529,2,206,20607,0
2070621,2,206,20609,0
2070710,2,206,20612,0
2070726,2,206,20612,0
2070731,2,206,20612,0
2070909,2,206,20613,0
2070914,2,206,20613,0
2120323,2,219,21901,
2150105,2,235,23501,0
2150303,2,235,23505,0
2223206,2,250,250072,0
2223207,2,250,250072,0
2223216,2,250,250072,0
3010813,3,301,30107,0
3010817,3,301,30107,0
4040105,5,517,51701,0
4080102,5,526,52601,0
4080104,5,526,52601,0
4090101,5,528,52806,0
21102609,1,112,11201,0
21102715,1,115,11509,0
21102895,2,206,20612,0
21102909,5,526,52601,0
21102912,5,526,52601,0
21102973,1,121,12101,
21103171,1,115,11509,
21103213,5,526,52601,
21103634,5,526,52601,
21103661,5,526,52601,
21103664,5,550,550019,
50901015,5,530,53001,
50901776,5,526,52601,
50902657,5,526,52601,
50903081,5,528,52802,
50903912,5,526,52601,
50905038,5,550,550017,
50905395,1,104,10403,
55003592,5,526,52601,
55003855,5,526,52601,
55003877,5,526,52601,
55004880,5,526,52603,
55005131,5,526,52601,
55006970,1,113,11304,
