art,klasse,ordnung,familie
3010903,3,301,30101
4010601,5,506,50601
4010705,5,507,50702
4020103,5,513,51303
4020104,5,513,51303
4020401,5,514,51403
4020501,5,513,51301
4070101,5,523,52301
4070102,5,523,52304
4100102,5,550,550009
4100201,5,550,550075
4230801,5,550,550007
21103018,5,550,550130
21103020,5,550,550130
50901176,5,550,550044
50901827,5,550,550030
50901999,5,550,550059
50902026,5,550,550030
50903053,5,523,52304
50903067,5,550,550047
50903111,5,550,550044
50903258,5,550,550044
50903460,5,550,550044
50905501,5,547,54705
50905543,5,547,54705
55003261,5,552,55201
55003263,5,550,550130
55003372,5,550,550074
55003380,5,550,550075
55003403,5,550,550009
55003422,5,550,550130
55003447,5,541,54101
55003475,5,550,550074
55003510,5,547,54703
55003670,5,549,54903
55003966,5,550,550044
55003993,5,527,52717
55004223,5,550,550142
