art,klasse,ordnung,familie,behind_scenes
1120603,1,115,11504,0
1160430,1,121,12110,0
2010102,2,202,20201,0
2010202,2,204,20401,0
2130609,2,244,24408,0
3010812,3,301,30107,0
3010813,3,301,30107,0
3010817,3,301,30107,0
3010825,3,301,30107,0
3030104,3,305,30506,0
3030209,3,305,30504,0
3030424,3,305,30513,0
3040111,3,303,30303,0
3040204,3,303,30301,0
3040305,3,303,30316,0
3040402,3,303,30319,0
3040512,3,303,30321,0
3040708,3,303,30332,0
3050105,3,306,30602,0
3050211,3,306,30601,0
3060501,4,402,40204,0
3070506,4,403,40326,0
3070805,4,403,40336,0
3070808,4,403,40336,0
5010109,6,601,60101,0
5020201,6,602,60204,0
5030201,6,603,60302,0
5050502,6,605,60505,0
5050517,6,605,60505,0
5090102,6,609,60901,0
5090201,6,610,61002,0
21102348,6,605,60501,0
21102690,6,602,60202,0
21102705,6,610,61002,0
21102845,3,305,30517,0
21102896,3,305,30513,0
21103173,6,607,60702,0
21103311,3,303,30332,0
21103605,6,604,60401,0
50901010,6,609,60905,0
50901858,6,609,60904,0
50904129,6,608,60801,0
50905603,5,526,52601,0
50906063,3,303,30310,0
50906385,6,604,60401,0
50906399,3,305,30513,0
55003222,5,526,52601,0
55003240,5,528,52830,0
55003243,6,617,61701,0
55003260,6,617,61701,0
55003360,5,526,52601,0
55003609,5,542,54208,0
55003719,5,526,52601,0
55003871,5,527,52717,0
55003900,5,526,52601,0
55003973,5,528,52807,0
55004248,6,602,60210,0
55004817,6,620,62001,0
55005360,6,617,61701,0
