art,klasse,ordnung,familie
1030108,1,104,10403
1100120,1,113,11309
1100138,1,113,11309
2080119,2,234,23404
2080127,2,234,23405
2080303,2,243,24303
2080507,2,234,23401
2130709,2,244,24406
2150233,2,235,23507
2150252,2,235,23506
3010302,3,301,30103
3010609,3,301,30105
3010616,3,301,30105
3010625,3,301,30105
3010815,3,301,30107
3030116,3,305,30506
3030209,3,305,30504
3030433,3,305,30513
3030513,3,305,30528
3040305,3,303,30316
3040511,3,303,30324
3070101,4,403,40303
21102367,4,403,40380
21102845,3,305,30517
21102995,1,102,10201
21103047,3,305,30513
21103314,3,305,30528
21103643,3,301,30107
50901567,3,305,30513
50901653,3,305,30513
50904502,2,250,250072
50904519,4,402,40204
50904960,2,235,23504
50905883,3,305,30528
50906103,4,403,40328
50907055,3,303,30302
55010838,3,303,30337
55010839,3,303,30330
55013903,3,303,30301
