art,klasse,ordnung,familie
1100510,1,113,11314
1130101,1,115,11515
1160438,1,121,12109
2020105,2,227,22701
2050605,2,222,22201
2080311,2,243,24301
2130511,2,244,24417
2130613,2,244,24408
2130704,2,244,24406
2130913,2,244,24405
2130926,2,244,24405
2150214,2,235,23503
2150233,2,235,23507
2210213,2,241,24103
2223221,2,250,250072
3030108,3,305,30506
3040806,3,303,30343
4010501,5,505,50508
4010901,5,507,50707
4010902,5,507,50707
4010904,5,507,50707
21102238,2,244,24406
21102313,1,115,11509
21103627,2,244,24405
50902531,5,550,550059
50902850,5,550,550130
50902861,5,550,550130
50903220,3,301,30101
50903596,5,507,50708
50905538,5,547,54705
50907230,5,550,550059
55003290,5,547,54705
55003418,5,550,550130
55003751,5,550,550127
55004161,5,550,550059
55004647,5,514,51403
55004982,5,550,550075
55005605,5,514,51406
55005809,5,550,550074
55006145,5,550,550009
55008029,5,523,52302
55008183,5,550,550032
55009477,5,514,51402
55010225,5,507,50707
55010692,5,550,550030
55010713,5,550,550074
55011203,5,524,52409
55011223,5,550,550058
55013853,5,505,50508
55013854,5,514,51403
55015371,5,550,550074
55015372,5,514,51406
55015373,5,513,51301
55015374,5,514,51401
55015375,5,550,550001
55015376,5,551,55108
55015377,5,550,550113
55015378,5,550,550113
55015379,5,550,550114
55015380,5,550,550074
55015381,4,403,40328
55015382,5,550,550030
55015383,5,523,52302
55015384,5,523,52303
55015385,5,550,550032
55015386,5,550,550032
