art,klasse,ordnung,familie,behind_scenes
1100121,1,113,11309,0
1120603,1,115,11504,0
1160411,1,121,12110,0
1160433,1,121,12110,0
2010102,2,202,20201,0
2010202,2,204,20401,0
2080119,2,234,23404,0
2080216,2,234,23408,0
2080304,2,243,24303,0
2080315,2,243,24303,0
2080507,2,234,23401,0
2090712,2,207,20709,0
2090731,2,207,20709,0
2120305,2,219,21904,0
2130508,2,244,24415,0
2150106,2,235,23501,0
2150207,2,235,23506,0
2150210,2,235,23507,0
2150214,2,235,23503,0
2150225,2,235,23507,0
2223207,2,250,250072,0
3030209,3,305,30504,0
3030407,3,305,30513,0
3030424,3,305,30513,0
3040111,3,303,30303,0
3040305,3,303,30316,0
3040321,3,303,30313,0
3040402,3,303,30319,0
3040405,3,303,30319,0
3040716,3,303,30332,0
3041001,3,303,30328,0
3041123,3,303,30344,0
3041124,3,303,30344,0
3070511,4,403,40327,0
5010102,6,601,60101,0
5010110,6,601,60101,0
5020201,6,602,60204,0
5030201,6,603,60302,0
5040102,6,604,60401,0
5040112,6,604,60401,0
5040209,6,604,60402,0
5050108,6,605,60501,0
5050201,6,605,60502,0
5050301,6,605,60503,0
5050303,6,605,60503,0
5050426,6,605,60504,0
5050502,6,605,60505,0
5050503,6,605,60505,0
5050507,6,605,60505,0
5050611,6,605,60506,0
5050613,6,605,60506,0
5050630,6,605,60506,0
5060102,6,606,60601,0
5070101,6,607,60701,0
5070210,6,607,60702,0
5070301,6,607,60703,0
5090101,6,610,61001,0
5090110,6,609,60908,0
21102348,6,605,60501,0
21102359,6,605,60506,0
21102538,6,607,60701,0
21103170,6,605,60501,0
21103172,6,606,60601,0
21103173,6,607,60702,0
21103405,3,303,30316,0
21103602,6,601,60101,0
50901010,6,609,60905,0
50901018,4,403,40327,0
50902216,2,244,24405,0
50902412,6,605,60506,0
50902416,6,605,60501,0
50903758,6,605,60506,0
50904953,6,608,60801,0
50905919,6,605,60504,0
50905976,6,606,60602,0
50906385,6,604,60401,0
50907046,2,234,23408,0
55005738,6,605,60506,0
55007249,6,605,60501,0
55008335,6,605,60506,0
55009614,6,605,60506,0
55009825,6,606,60601,0
