art,klasse,ordnung,familie,behind_scenes
1030109,1,104,10403,0
1070307,1,108,10807,0
1070821,1,108,10814,0
1120501,1,115,11503,0
1120702,1,115,11506,0
1120704,1,115,11506,0
1120825,1,115,11507,0
1120905,1,115,11508,0
1160922,1,121,12122,0
2050606,2,222,22201,0
2080103,2,234,23407,0
2080228,2,234,23412,0
2080301,2,243,24303,0
2080411,2,234,23414,0
2140220,2,214,21401,0
2150218,2,235,23507,0
2160102,2,208,20801,0
2180104,2,236,23601,0
3010823,3,301,30107,0
3030621,3,305,30524,0
3040404,3,303,30319,0
3070201,4,403,40371,0
21102365,1,113,11307,0
21102470,3,303,30319,0
21102561,1,115,11508,0
21102573,1,121,12114,0
21102726,1,115,11504,0
21102731,1,115,11507,0
21102757,1,121,12101,0
50902253,1,108,10814,0
50902563,3,306,30601,0
50906974,1,115,11509,0
55007637,1,108,10815,
55007647,3,305,30504,
55010478,1,121,12120,
