art,klasse,ordnung,familie,behind_scenes
1020201,1,102,10202,0
1020403,1,102,10207,0
1020501,1,102,10205,0
1020603,1,102,10212,0
1020604,1,102,10213,0
1040105,1,106,10608,0
1070302,1,108,10806,0
1070308,1,108,10807,0
1070510,1,108,10811,0
1080101,1,109,10901,0
1080102,1,109,10901,0
1080304,1,110,11001,0
1100312,1,113,11344,0
1100703,1,113,11312,0
1100707,1,113,11311,0
1120109,1,115,11509,0
1120118,1,115,11509,0
1120125,1,115,11509,0
1120207,1,115,11510,0
1120304,1,115,11512,0
1120307,1,115,11512,0
1120411,1,115,11514,0
1120429,1,115,11514,0
1120502,1,115,11503,0
1120503,1,115,11503,0
1120514,1,115,11503,0
1120704,1,115,11506,0
1120808,1,115,11507,0
1120826,1,115,11507,0
1120832,1,115,11507,0
1120904,1,115,11508,0
1120909,1,115,11508,0
1120912,1,115,11508,0
1120916,1,115,11508,0
1120920,1,115,11508,0
1120922,1,115,11508,0
1140102,1,119,11901,0
1140107,1,119,11901,0
1140201,1,116,11601,0
1150202,1,120,12002,0
1150303,1,120,12003,0
1160104,1,121,12101,0
1160106,1,121,12101,0
1160201,1,121,12103,0
1160403,1,121,12110,0
1160406,1,121,12110,0
1160420,1,121,12108,0
1160427,1,121,12110,0
1160436,1,121,12110,0
1160459,1,121,12110,0
1160703,1,121,12112,0
1160813,1,121,12114,0
1160827,1,121,12117,0
1161006,1,121,12124,0
1161007,1,121,12124,0
2010301,2,203,20301,0
2040108,2,231,23105,0
2050112,2,231,23102,0
2050604,2,222,22201,0
2070306,2,206,20603,0
2080507,2,234,23401,0
2150204,2,235,23506,0
2150216,2,235,23502,0
2150217,2,235,23506,0
2150230,2,235,23507,0
2150231,2,235,23507,0
2150306,2,235,23504,0
2150308,2,235,23505,0
3010701,3,301,30106,0
3010704,3,301,30106,
3010706,3,301,30106,0
3010721,3,301,30106,
3030210,3,305,30504,
3040511,3,303,30324,0
3040516,3,303,30324,0
3050203,3,306,30603,0
3070301,4,403,40328,0
21102314,1,113,11343,0
21102660,3,305,30513,0
21102780,1,115,11503,0
21103045,1,108,10806,0
21103107,1,106,10608,0
21103171,1,115,11509,0
21103233,2,231,23102,0
21103271,2,235,23506,0
21103523,3,305,30504,0
50901266,1,111,11101,0
50901294,1,121,12110,0
50901777,5,520,52005,0
50902219,2,235,23507,0
50902314,1,121,12112,0
50903028,5,526,52601,0
50903320,6,603,60301,0
50903973,1,115,11503,0
50904621,1,113,11311,0
50904954,2,235,23503,0
50904959,1,115,11506,0
50905152,1,115,11503,0
50905155,1,115,11503,0
50905836,1,115,11503,0
50906280,5,528,52814,0
50906378,1,115,11503,0
55003533,5,550,550072,0
55003558,5,550,550139,0
55004247,6,603,60305,0
55005722,1,121,12106,0
55005797,2,223,22308,0
55005839,5,548,54801,0
55005982,1,115,11509,0
55008987,1,113,11305,0
55011367,5,526,52601,
55013979,2,235,23501,
