art,klasse,ordnung,familie
1010102,1,101,10101
1020301,1,102,10210
1020302,1,102,10211
1020611,1,102,10213
1040105,1,106,10608
1070111,1,108,10802
1080102,1,109,10901
1080201,1,109,10904
1120204,1,115,11510
1120416,1,115,11514
1120603,1,115,11504
1130102,1,115,11515
1130103,1,115,11515
2020108,2,227,22701
3010302,3,301,30103
3010401,3,301,30114
3010617,3,301,30105
3010625,3,301,30105
3010902,3,301,30101
3030101,3,305,30506
3030112,3,305,30506
3030115,3,305,30506
3030204,3,305,30504
3030424,3,305,30513
3040512,3,303,30321
3041102,3,303,30344
3050102,3,306,30602
3050106,3,306,30602
3050108,3,306,30602
3060501,4,402,40204
4010501,5,505,50508
4010503,5,505,50507
4010601,5,506,50601
4010906,5,507,50707
4010907,5,507,50707
4020302,5,514,51405
4020305,5,514,51405
4020403,5,514,51403
4050101,5,518,51801
4060101,5,520,52003
4060102,5,520,52001
4070204,5,523,52302
4070211,5,523,52302
4070215,5,523,52302
4090102,5,528,52808
4090201,5,528,52823
4100102,5,550,550009
4100401,5,550,550139
4120502,5,527,52717
4150105,5,552,55201
4150106,5,552,55201
21102611,1,118,11801
21102947,5,514,51405
50901160,5,529,52902
50901999,5,550,550059
50902211,5,516,51601
50902229,5,550,550130
50902534,5,550,550043
50902558,1,115,11515
50902855,5,552,55203
50902959,5,550,550072
50902985,5,528,52803
50903053,5,523,52304
50903058,5,550,550072
50903064,5,527,52717
50903270,5,514,51405
50903574,6,615,61501
50904588,5,527,52719
50905177,5,550,550141
50905353,5,550,550075
50905494,5,526,52601
50905510,5,550,550021
50905511,5,527,52718
50905543,5,547,54705
50905568,5,550,550072
50905569,5,550,550072
50905631,5,550,550075
50906282,5,528,52819
50906402,5,527,52719
50906590,5,528,52831
50907551,3,303,30303
50907594,5,529,52905
50907677,5,527,52718
55003219,5,527,52711
55003228,5,528,52830
55003263,5,550,550130
55003264,5,552,55205
55003265,5,550,550125
55003286,5,550,550115
55003365,5,550,550058
55003369,5,550,550074
55003370,5,550,550074
55003371,5,550,550074
55003372,5,550,550074
55003377,5,550,550074
55003379,5,550,550075
55003380,5,550,550075
55003382,5,550,550072
55003420,5,550,550059
55003422,5,550,550130
55003424,5,550,550130
55003441,5,550,550072
55003455,5,550,550059
55003475,5,550,550074
55003486,5,550,550021
55003487,5,550,550074
55003516,5,550,550074
55003530,5,550,550050
55003546,5,550,550072
55003549,5,528,52822
55003564,5,550,550114
55003566,5,550,550075
55003584,5,527,52708
55003604,5,550,550072
55003657,5,550,550059
55003698,5,550,550059
55003709,5,550,550010
55003719,5,526,52601
55003732,5,526,52603
55003769,5,527,52718
55003771,5,527,52722
55003825,5,528,52830
55003827,5,528,52831
55003835,5,527,52717
55003903,5,550,550063
55003963,5,550,550072
55003994,5,550,550072
55004005,5,552,55202
55004048,5,550,550072
55004103,5,550,550130
55004330,5,527,52717
55004355,5,550,550072
55004566,5,550,550072
55004900,5,528,52824
55005010,5,550,550074
55005158,5,550,550072
55005814,5,527,52718
55008233,5,528,52831
55008576,5,542,54208
55008717,5,529,52905
55008868,5,527,52717
55009961,1,115,11514
55010342,1,115,11517
55011160,5,550,550119
55014326,5,550,550011
55014327,5,527,52709
55014328,5,528,52830
55014329,5,527,52708
