art,klasse,ordnung,familie
4040105,5,517,51701
4040106,5,517,51701
4040107,5,517,51701
4080102,5,526,52601
4080103,5,526,52601
4080104,5,526,52601
4230602,5,550,550019
21102903,5,526,52601
21102909,5,526,52601
21102911,5,526,52601
21103213,5,526,52601
21103634,5,526,52601
21103661,5,526,52601
50901776,5,526,52601
50901897,5,517,51701
50902494,5,536,53604
50902657,5,526,52601
50903911,5,526,52601
50903912,5,526,52601
50903992,5,517,51701
50904873,5,526,52601
50904881,5,526,52601
50905038,5,550,550017
55003583,6,615,61501
55003592,5,526,52601
55003602,5,526,52601
55003669,5,526,52601
55003760,5,526,52601
55003855,5,526,52601
55003877,5,526,52601
55003978,5,550,550119
55004199,5,526,52601
55005594,5,526,52601
55005595,5,526,52601
55005721,5,526,52601
55013747,5,550,550119
