art,klasse,ordnung,familie,behind_scenes
4010703,5,507,50702,0
4010705,5,507,50702,0
4020101,5,513,51303,0
4020104,5,513,51303,0
4130101,5,536,53603,0
4130102,5,536,53603,0
4210202,5,547,54705,0
4220301,5,549,54920,0
21103274,5,513,51303,0
21103631,5,536,53603,0
21103632,5,549,54908,0
21103633,5,549,54908,0
50901039,5,532,53201,0
50901179,5,550,550071,0
50901180,5,550,550090,0
50901195,5,550,550075,0
50901385,5,551,55102,0
50901386,5,551,55106,0
50901387,5,551,55106,0
50901388,5,551,55109,0
50901565,5,551,55102,0
50901804,5,536,53604,0
50901805,5,536,53603,0
50901947,5,536,53603,0
50901979,5,550,550006,0
50902926,5,549,54901,0
50903023,5,550,550075,0
50903033,5,551,55106,0
50903034,5,550,550086,0
50903092,5,536,53604,0
50905148,5,551,55106,
50905232,5,551,55106,
50905541,5,547,54705,
50907686,5,550,550114,
55003292,5,546,54601,
55003294,5,546,54601,
55003468,5,550,550075,
55003987,5,550,550089,
55004101,5,550,550075,
55004179,5,550,550075,
55004345,5,550,550114,
55004520,5,549,54915,
55005675,5,550,550087,
