art,klasse,ordnung,familie,behind_scenes
1030106,1,103,10301,1
1070111,1,108,10802,0
1070112,1,108,10802,0
1070120,1,108,10802,0
1070403,1,108,10813,0
1070521,1,108,10809,0
1080202,1,109,10904,0
1100510,1,113,11314,0
1100705,1,113,11312,0
1120306,1,115,11511,0
1120502,1,115,11503,0
1120824,1,115,11507,0
1160431,1,121,12109,0
2050135,2,231,23102,0
2050511,2,231,23101,0
2070309,2,206,20603,0
2070728,2,206,20612,0
2070743,2,206,20612,0
2080119,2,234,23404,0
2080501,2,234,23401,0
2090609,2,207,20703,0
2100408,2,220,22005,0
2150240,2,235,23503,0
2210214,2,241,24103,0
3010827,3,301,30107,0
3030207,3,305,30504,0
3040720,3,303,30332,0
5050502,6,605,60505,0
5050503,6,605,60505,0
5050504,6,605,60505,0
21102995,1,102,10201,0
50901661,3,303,30324,0
55006015,2,250,250072,0
55010915,6,605,60505,0
55011283,6,605,60505,0
55011442,6,607,60702,0
