art,klasse,ordnung,familie,behind_scenes
1080201,1,109,10904,0
1080303,1,110,11001,0
1120307,1,115,11512,0
1120411,1,115,11514,0
2020105,2,227,22701,0
2040108,2,231,23105,0
2130704,2,244,24406,0
2150214,2,235,23503,0
2210204,2,241,24103,0
3010104,3,301,30112,0
3010109,3,301,30112,0
3010205,3,301,30111,0
3010803,3,301,30107,0
3010825,3,301,30107,0
3040111,3,303,30303,0
3040125,3,303,30311,0
3040309,3,303,30316,0
3040312,3,303,30316,0
3040405,3,303,30319,0
3040509,3,303,30320,0
3040511,3,303,30324,0
3050104,3,306,30602,0
3060405,4,402,40206,0
3060414,4,402,40206,0
3060423,4,402,40206,0
3060504,4,402,40204,0
3070511,4,403,40327,0
3070804,4,403,40336,0
4010101,5,504,50401,0
4010503,5,505,50507,0
4010906,5,507,50707,0
4010907,5,507,50707,0
4020303,5,514,51405,0
4020305,5,514,51405,0
4020402,5,514,51403,0
4050101,5,518,51801,0
4060101,5,520,52003,0
4060102,5,520,52001,0
4060103,5,520,52001,0
4070215,5,523,52302,0
4090301,5,528,52825,0
4231603,5,550,550122,0
4260401,5,552,55206,0
4260602,5,552,55203,0
21102257,3,301,30112,0
21103007,5,550,550009,0
21103008,5,550,550009,0
21103011,5,550,550009,0
21103016,5,550,550130,0
21103019,5,550,550130,0
21103020,5,550,550130,0
50901018,4,403,40327,0
50901065,5,550,550130,0
50901066,5,550,550009,0
50901167,5,552,55206,0
50901171,5,552,55205,0
50901828,5,550,550032,0
50902503,5,550,550130,0
50902619,5,552,55205,0
50902783,5,550,550075,0
50902857,5,550,550043,0
50902869,5,550,550030,0
50902872,5,550,550030,0
50902922,5,550,550032,0
50902959,5,550,550072,0
50903046,5,550,550032,0
50903051,5,552,55205,0
50903052,5,523,52304,0
50903053,5,523,52304,0
50903061,5,550,550072,0
50903064,5,527,52717,0
50903073,5,550,550077,0
50903121,5,550,550075,0
50903292,5,528,52831,0
50903294,5,550,550125,0
50904053,5,550,550045,0
50904203,5,507,50705,0
50904580,5,550,550075,0
50905225,4,403,40327,0
50905301,5,550,550075,0
50905499,5,547,54705,0
50905510,5,550,550021,0
50905522,5,541,54103,0
50905523,5,541,54103,0
50905550,5,547,54705,0
50905575,5,550,550072,0
50905766,5,550,550036,0
50906198,5,550,550130,0
50906201,5,528,52806,0
50906382,5,550,550009,0
50906402,5,527,52719,0
50906491,5,526,52601,0
50906762,5,550,550059,0
50907532,1,109,10901,0
50907622,5,518,51801,0
50907677,5,527,52718,0
50907694,5,520,52006,0
55003224,5,526,52603,0
55003228,5,528,52830,0
55003238,5,528,52822,0
55003254,5,527,52703,0
55003263,5,550,550130,0
55003268,5,550,550058,0
55003269,5,550,550058,0
55003280,5,539,53902,0
55003281,5,550,550074,0
55003286,5,550,550115,0
55003290,5,547,54705,0
55003307,5,550,550035,0
55003311,5,550,550009,0
55003337,5,527,52718,0
55003339,5,527,52718,0
55003344,5,549,54903,0
55003372,5,550,550074,0
55003373,5,550,550074,0
55003378,5,550,550066,0
55003379,5,550,550075,0
55003380,5,550,550075,0
55003396,5,550,550119,0
55003406,5,549,54903,0
55003417,5,550,550021,0
55003422,5,550,550130,0
55003455,5,550,550059,0
55003460,5,550,550058,0
55003485,5,550,550114,0
55003506,5,550,550074,0
55003508,5,550,550074,0
55003510,5,547,54703,0
55003514,5,550,550072,0
55003540,5,528,52830,0
55003558,5,550,550139,0
55003568,5,552,55202,0
55003572,5,550,550035,0
55003646,5,526,52601,0
55003674,5,539,53902,0
55003685,5,550,550010,0
55003737,5,550,550058,0
55003740,5,547,54703,0
55003751,5,550,550127,0
55003776,5,550,550058,0
55003832,5,550,550054,0
55003868,5,547,54705,0
55003890,5,550,550075,0
55003923,5,550,550055,0
55003945,5,550,550125,0
55003964,5,550,550058,0
55004032,5,528,52831,0
55004114,5,550,550074,0
55004117,5,544,54403,0
55004124,5,550,550009,0
55004154,5,550,550119,0
55004177,5,550,550010,0
55004226,5,550,550059,0
55004285,5,550,550075,0
55004306,5,550,550058,0
55004343,6,615,61505,0
55004359,5,550,550130,0
55004521,5,550,550009,0
55004539,5,550,550074,0
55004891,5,550,550009,0
55004981,5,550,550075,0
55004984,5,550,550075,0
55005012,5,550,550032,0
55005032,5,550,550049,0
55005041,5,550,550074,0
55005194,5,550,550119,0
55005285,5,550,550074,0
55005382,5,550,550074,0
55005499,5,550,550074,0
55005837,5,550,550115,0
55006144,5,550,550066,0
55006276,5,550,550035,0
55006481,5,550,550075,0
55007501,5,550,550045,0
55007537,5,526,52601,0
55008010,5,550,550077,0
55008298,5,550,550021,0
55008300,5,550,550021,0
55009353,5,550,550032,0
55009422,4,403,40382,0
55009491,5,550,550009,0
55010945,5,550,550049,
55011081,5,550,550141,
55011352,5,550,550032,
55011461,5,550,550132,
55011529,5,550,550021,
55011593,5,550,550098,
55011726,5,550,550058,
55011760,5,550,550075,
55011799,5,550,550075,
55011822,5,550,550049,
55011884,5,550,550125,
55012087,5,523,52301,
55012272,5,550,550045,
55012273,5,550,550043,
55012611,4,403,40378,
55013265,5,550,550119,
55013266,5,550,550075,
55013267,5,550,550009,
55013268,5,523,52302,
