art,klasse,ordnung,familie
1120411,1,115,11514
1130101,1,115,11515
2020105,2,227,22701
2020106,2,227,22701
3010902,3,301,30101
3010903,3,301,30101
4010101,5,504,50401
4010302,5,505,50504
4010704,5,507,50702
21102287,5,514,51401
50901027,1,114,11401
50901167,5,552,55206
50901171,5,552,55205
50903053,5,523,52304
50903069,5,549,54907
50903519,5,523,52302
50905767,5,550,550016
50906382,5,550,550009
50906834,5,549,54903
50907213,5,550,550055
50907298,1,114,11401
55003268,5,550,550058
55003364,5,550,550058
55003520,5,544,54404
55003575,5,550,550058
55003923,5,550,550055
55004333,5,544,54401
55004580,5,550,550015
55005622,5,550,550130
55006621,5,550,550015
55007052,5,550,550021
55007053,5,550,550058
55007361,5,549,54904
55008047,1,115,11517
55008631,5,514,51401
55009252,5,549,54901
55009261,5,550,550055
55009491,5,550,550009
55009498,5,550,550067
55009585,5,550,550044
55010301,5,510,51001
55010437,5,552,55202
55010705,5,508,50806
55010845,5,550,550069
55010871,5,509,50901
55010953,5,550,550075
55010975,5,550,550130
55011141,5,550,550044
55011300,5,544,54403
55011532,5,549,54903
55011651,5,523,52303
55011697,5,552,55205
55011703,5,550,550030
55011706,5,550,550032
55011710,5,550,550075
55011711,5,550,550055
55011713,5,550,550075
55011722,5,507,50702
55011825,5,528,52821
55011866,5,550,550069
55011867,5,550,550067
55011874,5,550,550114
55011883,5,550,550039
55011889,5,550,550030
55011894,5,552,55206
55011959,5,550,550098
55011971,5,550,550045
55012005,5,549,54903
55012006,5,552,55205
55012007,5,550,550097
55012008,5,550,550032
55012009,5,550,550119
55012010,5,514,51401
55012011,5,549,54901
55012012,5,550,550132
55012013,5,523,52303
55012014,5,550,550042
55012178,5,512,51205
55012188,5,550,550077
55013386,5,550,550009
