art,klasse,ordnung,familie
3010625,3,301,30105
3010703,3,301,30106
3010808,3,301,30107
3010816,3,301,30107
3010825,3,301,30107
3010902,3,301,30101
3010903,3,301,30101
3030101,3,305,30506
3030204,3,305,30504
3030422,3,305,30513
3030424,3,305,30513
3030439,3,305,30514
3030448,3,305,30513
3040111,3,303,30303
3040512,3,303,30321
3040514,3,303,30323
3040613,3,303,30338
3040706,3,303,30337
3050206,3,306,30601
3070314,4,403,40328
3070503,4,403,40325
4020204,5,514,51401
4070102,5,523,52304
4070201,5,523,52302
4100102,5,550,550009
21102279,3,303,30319
21103639,5,549,54907
50901216,5,549,54903
50901835,3,303,30317
50901938,3,305,30513
50902047,3,305,30513
50903035,5,550,550097
50903036,5,550,550096
50903049,5,550,550075
50903833,3,305,30513
55003671,5,549,54903
55003672,5,550,550074
55003874,5,550,550009
55004107,5,550,550119
55004133,5,550,550075
55004516,5,550,550075
55005440,6,612,61204
55005517,5,550,550096
55006199,5,513,51303
