art,klasse,ordnung,familie,behind_scenes
1020618,1,102,10213,0
1070111,1,108,10802,0
1070119,1,108,10802,0
1070419,1,108,10813,0
1071104,1,108,10818,0
1080307,1,110,11001,0
1120109,1,115,11509,0
1120212,1,115,11510,0
1120305,1,115,11512,0
1120306,1,115,11511,0
1120420,1,115,11513,0
1120430,1,115,11514,0
1120821,1,115,11507,0
1120901,1,115,11507,0
1120907,1,115,11508,0
1120923,1,115,11508,0
1150102,1,120,12001,0
1150104,1,120,12001,0
1150204,1,120,12002,0
1160201,1,121,12103,0
1160602,1,121,12105,0
1160604,1,121,12105,0
1160710,1,121,12112,0
1160906,1,121,12120,0
2050602,2,222,22201,0
3050106,3,306,30602,0
21102857,1,119,11901,0
50901527,1,120,12001,0
50902529,1,115,11509,0
50906095,6,604,60401,0
55008207,6,604,60402,
