art,klasse,ordnung,familie,behind_scenes
1110102,1,114,11401,0
1130102,1,115,11515,0
3010625,3,301,30105,0
3060501,4,402,40204,0
4020201,5,514,51401,0
4050101,5,518,51801,0
4090102,5,528,52808,0
4100401,5,550,550139,0
4231702,5,550,550059,0
4260401,5,552,55206,0
21102792,5,523,52302,0
21103016,5,550,550130,0
21103252,5,521,52102,0
50901212,5,550,550059,0
50902324,5,550,550130,0
50902532,5,550,550059,0
50902893,5,550,550043,0
50902942,5,527,52717,0
50903064,5,527,52717,0
50903075,5,549,54903,0
50906122,5,550,550124,0
50906834,5,549,54903,0
50907072,5,528,52820,0
55003372,5,550,550074,0
55003401,5,550,550130,0
55003422,5,550,550130,0
55003488,5,550,550074,0
55003531,5,550,550124,0
55003543,5,550,550072,0
55003557,5,551,55104,0
55003594,5,549,54903,0
55003646,5,526,52601,0
55003675,5,550,550074,0
55003680,5,552,55201,0
55003710,5,550,550130,0
55003754,5,552,55202,0
55006516,1,114,11401,
55009386,5,550,550074,
