art,klasse,ordnung,familie,behind_scenes
1070701,1,108,10815,0
1071205,1,108,10819,0
1100702,1,113,11311,0
1120704,1,115,11506,0
1120905,1,115,11508,0
1160102,1,121,12101,0
1160411,1,121,12110,0
1160430,1,121,12110,0
1160817,1,121,12116,0
2010105,2,201,20101,0
2010202,2,204,20401,0
2050202,2,229,22901,0
2080214,2,234,23410,0
3010825,3,301,30107,0
3030205,3,305,30504,0
3030711,3,305,30527,0
5050302,6,605,60503,0
5050303,6,605,60503,0
21102576,1,121,12114,0
50902564,3,306,30601,
55008799,1,108,10814,
