art,klasse,ordnung,familie,behind_scenes
1020627,1,102,10213,0
1070207,1,108,10808,0
1070610,1,108,10815,0
1071203,1,108,10819,0
1100510,1,113,11314,0
1100603,1,113,11315,0
1120101,1,115,11509,
1120118,1,115,11509,0
1120211,1,115,11510,0
1120507,1,115,11503,0
1120509,1,115,11503,0
1120603,1,115,11504,0
1120704,1,115,11506,0
1120821,1,115,11507,0
1120823,1,115,11507,0
1120905,1,115,11508,0
1120907,1,115,11508,0
1120911,1,115,11508,0
1120920,1,115,11508,0
1150303,1,120,12003,0
1160201,1,121,12103,0
1160202,1,121,12103,0
1160602,1,121,12105,0
1160906,1,121,12120,0
2010105,2,201,20101,0
2010201,2,204,20401,0
2010202,2,204,20401,0
2010203,2,204,20401,0
2050604,2,222,22201,0
2050606,2,222,22201,0
2070727,2,206,20612,0
2080118,2,234,23404,0
2080220,2,234,23411,0
2080227,2,234,23410,0
2080507,2,234,23401,0
2090706,2,207,20709,0
2100420,2,220,22005,0
2120105,2,219,21908,
2120112,2,219,21908,0
2120117,2,219,21908,0
2120123,2,219,21908,0
2120124,2,219,21908,0
2120201,2,219,21904,0
2120206,2,219,21904,0
2120317,2,219,21905,0
2130130,2,244,24420,0
2130214,2,244,24402,0
2130422,2,244,24415,0
2130623,2,244,24404,0
2130644,2,244,24408,0
2130651,2,244,24408,0
2130704,2,244,24406,0
2130706,2,244,24406,0
2130708,2,244,24406,0
2130908,2,244,24405,0
2200111,2,239,23904,0
2200112,2,239,23904,0
2200116,2,239,23904,0
2200604,2,240,24003,0
2220615,2,250,250094,0
2222816,2,250,250135,0
3010108,3,301,30112,0
3010205,3,301,30111,0
3010704,3,301,30106,0
3010807,3,301,30107,0
3010815,3,301,30107,0
3010819,3,301,30107,0
3010825,3,301,30107,0
3030204,3,305,30504,0
3030210,3,305,30504,0
3030405,3,305,30513,0
3030609,3,305,30524,0
3040111,3,303,30303,0
3040315,3,303,30315,0
3040715,3,303,30336,0
3050110,3,306,30602,0
3050204,3,306,30601,0
3050205,3,306,30601,0
3050206,3,306,30601,0
3050208,3,306,30601,0
3050213,3,306,30603,0
4060101,5,520,52003,0
4100401,5,550,550139,0
5020201,6,602,60204,0
5050115,6,605,60501,0
5050418,6,605,60504,0
5050429,6,605,60504,0
21102255,3,301,30112,0
21102927,3,305,30513,0
21103035,1,115,11504,0
21103159,2,239,23904,0
21103304,3,305,30504,0
21103307,3,305,30524,0
21103308,3,305,30524,0
21103313,3,305,30524,0
21103444,1,113,11311,0
21103546,2,239,23904,0
50901010,6,609,60905,0
50901611,1,108,10815,0
50901701,3,305,30528,0
50902113,1,115,11503,0
50903008,2,204,20401,0
50903218,2,219,21908,0
50903241,1,121,12106,0
50903610,6,607,60704,0
50903664,1,115,11503,0
50904066,2,204,20401,0
50904129,6,608,60801,0
50904155,2,250,250094,0
50904323,2,244,24420,0
50904391,2,219,21908,0
50904431,2,244,24420,0
50904508,3,303,30344,0
50905369,3,305,30528,0
50905938,2,219,21901,0
50906718,3,305,30513,0
50906924,1,115,11507,0
50906932,2,240,24003,0
50907102,2,223,22301,0
50907249,2,243,24304,0
50907367,2,216,21601,0
50907546,3,305,30504,0
50907548,3,301,30106,0
50907645,1,102,10213,0
55006009,2,219,21907,0
55006115,2,244,24417,0
55007110,2,220,22003,0
55007665,2,243,24303,0
55008061,3,305,30513,0
55009032,2,234,23412,0
55010377,1,121,12101,0
55010378,1,121,12101,0
55010426,1,121,12101,0
55010532,1,121,12110,0
55010608,2,235,23507,0
55010621,1,107,10701,0
55010656,1,115,11507,0
55010994,3,303,30344,0
55011043,3,303,30344,0
55011044,2,235,23504,0
55011045,2,234,23409,0
55011046,2,234,23407,0
55011047,2,234,23405,0
55011048,1,113,11306,0
55011049,3,305,30513,0
55013312,2,243,24303,0
55013688,2,235,23501,0
55013784,2,244,24415,0
55013987,2,234,23409,0
