art,klasse,ordnung,familie,behind_scenes
1120113,1,115,11509,0
1120118,1,115,11509,0
1120821,1,115,11507,0
1160103,1,121,12102,0
1160301,1,121,12104,0
1160401,1,121,12110,0
1160407,1,121,12108,0
1160410,1,121,12110,0
1160411,1,121,12110,0
1160412,1,121,12109,0
1160438,1,121,12109,0
1160709,1,121,12112,0
1160804,1,121,12114,0
1160828,1,121,12115,0
1160906,1,121,12120,0
1161011,1,121,12124,0
1161016,1,121,12124,0
1161017,1,121,12124,0
1161019,1,121,12124,0
1161021,1,121,12124,0
1161023,1,121,12124,0
1161024,1,121,12124,0
1161028,1,121,12124,0
2010105,2,201,20101,0
2070404,2,206,20608,0
2070406,2,206,20608,0
2070606,2,206,20609,0
2070621,2,206,20609,0
2080116,2,234,23405,0
2080117,2,234,23405,0
2080206,2,234,23412,0
2080208,2,234,23408,0
2080315,2,243,24303,0
2090603,2,207,20710,0
2090712,2,207,20709,0
2090717,2,207,20709,0
2150225,2,235,23507,0
2150303,2,235,23505,0
5050301,6,605,60503,0
5050304,6,605,60503,0
5050413,6,605,60504,0
5050426,6,605,60504,0
5050428,6,605,60504,0
5050429,6,605,60504,0
5050502,6,605,60505,0
21102894,1,121,12124,0
50902219,2,235,23507,0
50903581,6,607,60704,0
50903582,6,607,60704,0
