art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1020610,1,102,10213,0
1070103,1,108,10802,0
1070108,1,108,10802,0
1070111,1,108,10802,0
1070119,1,108,10802,0
1070406,1,108,10813,0
1070509,1,108,10810,0
1070518,1,108,10810,0
1070520,1,108,10812,0
1070910,1,108,10817,0
1071103,1,108,10818,0
1071104,1,108,10818,0
1071108,1,108,10818,0
1080101,1,109,10901,0
1100120,1,113,11309,0
1100505,1,113,11314,0
1100510,1,113,11314,0
1120119,1,115,11509,0
1120305,1,115,11512,0
1120306,1,115,11511,0
1120411,1,115,11514,0
1150102,1,120,12001,0
1150110,1,120,12001,0
1150202,1,120,12002,0
1150301,1,120,12003,0
1160107,1,121,12101,0
1160110,1,121,12102,0
1160202,1,121,12103,0
1160301,1,121,12104,0
1160407,1,121,12108,0
1160408,1,121,12109,0
1160420,1,121,12108,0
1160427,1,121,12110,0
1160428,1,121,12108,0
1160436,1,121,12110,0
1160602,1,121,12105,0
1160606,1,121,12105,0
1160607,1,121,12105,0
1160802,1,121,12115,0
1160805,1,121,12114,0
1160811,1,121,12113,0
1160817,1,121,12116,0
1160821,1,121,12115,0
1160827,1,121,12117,0
1160829,1,121,12114,0
1160906,1,121,12120,0
1160907,1,121,12120,0
2010102,2,202,20201,0
2010105,2,201,20101,0
2010202,2,204,20401,0
2020105,2,227,22701,0
2040105,2,231,23105,0
2040107,2,231,23105,0
2040108,2,231,23105,0
2040204,2,230,23004,0
2050109,2,231,23102,0
2050112,2,231,23102,0
2050116,2,231,23102,0
2050117,2,231,23102,0
2050201,2,229,22901,0
2050202,2,229,22901,0
2050207,2,229,22901,0
2050215,2,229,22901,0
2050501,2,231,23101,0
2050503,2,231,23101,0
2050504,2,231,23101,0
2050507,2,231,23101,0
2050511,2,231,23101,0
2050512,2,231,23101,0
2050518,2,231,23101,0
2050602,2,222,22201,0
2050604,2,222,22201,0
2050605,2,222,22201,0
2070101,2,206,20601,0
2070201,2,206,20602,0
2070301,2,206,20603,0
2070302,2,206,20603,0
2070304,2,206,20603,0
2070305,2,206,20603,0
2070306,2,206,20603,0
2070309,2,206,20603,0
2070401,2,206,20608,0
2070404,2,206,20608,0
2070405,2,206,20608,0
2070510,2,206,20606,0
2070511,2,206,20607,0
2070513,2,206,20607,0
2070514,2,206,20607,0
2070520,2,206,20607,0
2070522,2,206,20607,0
2070523,2,206,20607,0
2070524,2,206,20607,0
2070525,2,206,20607,0
2070526,2,206,20607,0
2070527,2,206,20607,0
2070529,2,206,20607,0
2070602,2,206,20611,0
2070604,2,206,20609,0
2070605,2,206,20609,0
2070606,2,206,20609,0
2070608,2,206,20609,0
2070609,2,206,20609,0
2070615,2,206,20610,0
2070618,2,206,20609,0
2070620,2,206,20609,0
2070621,2,206,20609,0
2070622,2,206,20609,0
2070625,2,206,20605,0
2070704,2,206,20612,0
2070708,2,206,20612,0
2070709,2,206,20612,0
2070710,2,206,20612,0
2070712,2,206,20612,0
2070714,2,206,20612,0
2070716,2,206,20612,0
2070717,2,206,20612,0
2070720,2,206,20612,0
2070725,2,206,20612,0
2070726,2,206,20612,0
2070727,2,206,20612,0
2070734,2,206,20612,0
2070738,2,206,20612,0
2070802,2,206,20611,0
2070808,2,206,20611,0
2070809,2,206,20611,0
2070810,2,206,20612,0
2070811,2,206,20611,0
2070814,2,206,20611,0
2070901,2,206,20613,0
2070906,2,206,20613,0
2070908,2,206,20613,0
2070913,2,206,20613,0
2071104,2,206,20614,0
2071108,2,206,20614,0
2071114,2,206,20614,0
2080214,2,234,23410,0
2080314,2,243,24301,0
2080408,2,234,23414,0
2080411,2,234,23414,0
2080505,2,234,23401,0
2090603,2,207,20710,0
2100102,2,242,24201,0
2100403,2,220,22005,0
2100406,2,220,22005,0
2100407,2,220,22005,0
2100413,2,220,22005,0
2100415,2,220,22005,0
2100417,2,220,22005,0
2100419,2,220,22005,0
2100420,2,220,22005,0
2110501,2,223,22305,0
2110701,2,223,22307,0
2110702,2,223,22307,0
2110804,2,223,22315,0
2120115,2,219,21908,0
2120207,2,219,21904,0
2120212,2,219,21905,0
2120308,2,219,21906,0
2120317,2,219,21905,0
2130405,2,244,24415,0
2130502,2,244,24415,0
2130704,2,244,24406,0
2130706,2,244,24406,0
2130707,2,244,24406,0
2130709,2,244,24406,0
2150212,2,235,23506,0
2150233,2,235,23507,0
2200129,2,239,23904,0
2200605,2,240,24003,0
2222706,2,250,250151,0
2222738,2,250,250151,0
2222802,2,250,250135,0
2222820,2,250,250135,0
3010610,3,301,30105,0
3010625,3,301,30105,0
3010817,3,301,30107,0
3010825,3,301,30107,0
3010827,3,301,30107,0
5020201,6,602,60204,0
5040202,6,604,60402,0
5050201,6,605,60502,0
5050301,6,605,60503,0
5050302,6,605,60503,0
5050303,6,605,60503,0
5050304,6,605,60503,0
5050413,6,605,60504,0
5050502,6,605,60505,0
5050504,6,605,60505,0
5050613,6,605,60506,0
5050617,6,605,60506,0
5050624,6,605,60506,0
5070102,6,607,60701,0
5070201,6,607,60702,0
5070210,6,607,60702,0
5070301,6,607,60703,0
5090205,2,206,20612,0
21102402,2,239,23904,0
21102570,2,244,24406,0
21102583,1,121,12122,0
21102688,2,250,250158,0
21102808,2,206,20612,0
21102810,2,235,23506,0
21102983,3,301,30106,0
21103212,2,206,20607,0
50901343,2,206,20612,0
50902447,2,219,21908,0
50903160,6,607,60702,0
50903206,2,206,20605,0
50905018,2,206,20603,
50907046,2,234,23408,
55008335,6,605,60506,
